link,link_text,page
https://youtube.com/shorts/RhFm-U5YYnA?feature=share,Face Pulls Seated Cable Rows Turtle Raises Triple Rear Delt Delight Reverse Pec Dec Flyes Chest Supported Rows Supermans Y Raises,30
https://youtube.com/shorts/bF6RBE1Gmds?si=njGNvKUPflX6Svmh,Face Pulls Seated Cable Rows Turtle Raises Triple Rear Delt Delight Reverse Pec Dec Flyes Chest Supported Rows Supermans Y Raises,30
https://youtube.com/shorts/WCkFWnsxSpI?feature=share,Face Pulls Seated Cable Rows Turtle Raises Triple Rear Delt Delight Reverse Pec Dec Flyes Chest Supported Rows Supermans Y Raises,30
https://youtube.com/shorts/flhz5dtmqo4?feature=share,EXERCISE EXAMPLES FOR THE RHOMBOIDS: (CLICK EACH EXERCISE FOR A VIDEO TUTORIAL) Turtle Raises Seated Cable Rows Face Pulls Chest Supported Rows,31
https://youtube.com/shorts/PuEYvobtOro?si=bF8DzjeitaKkqVyG,Turtle Raises Seated Cable Rows Face Pulls Chest Supported Rows,31
https://youtube.com/shorts/SIdGGmExFfQ?feature=share,Turtle Raises Seated Cable Rows Face Pulls Chest Supported Rows,31
https://www.youtube.com/shorts/x69X23j0dw0,Turtle Raises Seated Cable Rows Face Pulls Chest Supported Rows,31
https://youtube.com/shorts/C1yT4H_sUf4?feature=share,EXERCISE EXAMPLES FOR THE REAR DELTS: (CLICK EACH EXERCISE FOR A VIDEO TUTORIAL) Triple Rear Delt Delight Reverse Pec Dec Flyes,32
https://youtube.com/shorts/1Dacowkc5cM?feature=share,Triple Rear Delt Delight Reverse Pec Dec Flyes,32
https://youtube.com/shorts/6vrlwEdrkTA?si=ujeeGkVESneRpR9h,EXERCISE EXAMPLES FOR THE MIDDLE TRAPS: (CLICK EXERCISE FOR A VIDEO TUTORIAL) Reverse Incline Flyes,32
https://youtube.com/shorts/SIdGGmExFfQ?feature=share,EXERCISE EXAMPLES FOR THE LOWER TRAPS: (CLICK EACH EXERCISE FOR A VIDEO TUTORIAL) Face Pulls Y Raises Superman’s,32
https://youtube.com/shorts/WCkFWnsxSpI?feature=share,Face Pulls Y Raises Superman’s,32
https://youtube.com/shorts/bF6RBE1Gmds?si=njGNvKUPflX6Svmh,Face Pulls Y Raises Superman’s,32
https://youtube.com/shorts/QSy3l2Omekw?feature=share,Dead Hangs: 2-3 sets as long as possible,33
https://youtube.com/shorts/wOBYE0sXIRU?feature=share,Shoulder Elixir Potion 2 sets (HEAVY FOCUS ON RANGE OF MOTION),33
https://youtube.com/shorts/SIdGGmExFfQ?feature=share,Face Pulls (Back) 2 sets HEAVY FOCUS ON RANGE OF MOTION,33
https://youtube.com/shorts/W43U7gbvs2Y?feature=share,Cable Handle External Rotation 2 sets HEAVY FOCUS ON RANGE OF MOTION,33
https://youtube.com/shorts/W43U7gbvs2Y?feature=share,Cable Handle External Rotation 2 sets HEAVY FOCUS ON RANGE OF MOTION,33
https://youtube.com/shorts/TTp-IS3K_6I?feature=share,Cable Handle Internal Rotation 2 sets HEAVY FOCUS ON RANGE OF MOTION,33
https://youtube.com/shorts/TTp-IS3K_6I?feature=share,Cable Handle Internal Rotation 2 sets HEAVY FOCUS ON RANGE OF MOTION,33
https://youtube.com/shorts/QSy3l2Omekw?feature=share,"But if you want to take your mobility up a notch, this is list of exercises that will move the needle: (CLICK EACH EXERCISE FOR A VIDEO TUTORIAL) Dead Hangs Active Hangs PVC Pipe Wall Drags Full Body Mobility Movement Overhead Barbell Press Holds Overhead Squat Snatch Holds",34
https://youtube.com/shorts/eHn5pyH7YjQ?si=l3O1eCUPhOFOfohk,Dead Hangs Active Hangs PVC Pipe Wall Drags Full Body Mobility Movement Overhead Barbell Press Holds Overhead Squat Snatch Holds,34
https://youtube.com/shorts/fKt12-9JioA?si=Ol2OsDahz2qFxWEY,Dead Hangs Active Hangs PVC Pipe Wall Drags Full Body Mobility Movement Overhead Barbell Press Holds Overhead Squat Snatch Holds,34
https://youtube.com/shorts/fWg0cMDTpyY?feature=share,Dead Hangs Active Hangs PVC Pipe Wall Drags Full Body Mobility Movement Overhead Barbell Press Holds Overhead Squat Snatch Holds,34
https://youtube.com/shorts/yCuEH5Vu40s?si=KXDA4pK6N-AvdH1M,Dead Hangs Active Hangs PVC Pipe Wall Drags Full Body Mobility Movement Overhead Barbell Press Holds Overhead Squat Snatch Holds,34
https://youtube.com/shorts/KewVVBvfG18?si=vF5kvWjrNAIyPHZ0,Dead Hangs Active Hangs PVC Pipe Wall Drags Full Body Mobility Movement Overhead Barbell Press Holds Overhead Squat Snatch Holds,34
https://youtube.com/shorts/hR3EIl4zv3k?si=zJI_bOXeEbJSjcvT,Dead Hangs Active Hangs PVC Pipe Wall Drags Full Body Mobility Movement Overhead Barbell Press Holds Overhead Squat Snatch Holds,34
https://youtube.com/shorts/DlsOPvM7Q_4?feature=share,1.Strength: Pick 1: Incline Dumbbell Press Incline Barbell Press Weighted Dips,35
https://youtube.com/shorts/d0Q2ghuoHkg?feature=share,Incline Dumbbell Press Incline Barbell Press Weighted Dips,35
https://youtube.com/shorts/UrTyzEd50Ho?si=zZ4HoDdFllX8d0yo,Incline Dumbbell Press Incline Barbell Press Weighted Dips,35
https://youtube.com/shorts/d0Q2ghuoHkg?feature=share,1st Chest Movement- Fail between 5-9 Reps  (Pick 1): Incline Barbell Bench Incline Dumbbell Bench Incline Press Hammer Strength Reverse Grip Bench 2nd Chest Movement- Fail between 8-13 Reps  (Pick 1):,36
https://youtube.com/shorts/DlsOPvM7Q_4?feature=share,Incline Barbell Bench Incline Dumbbell Bench Incline Press Hammer Strength Reverse Grip Bench 2nd Chest Movement- Fail between 8-13 Reps  (Pick 1):,36
https://youtube.com/shorts/NInV2N5h8I4?feature=share,Incline Barbell Bench Incline Dumbbell Bench Incline Press Hammer Strength Reverse Grip Bench 2nd Chest Movement- Fail between 8-13 Reps  (Pick 1):,36
https://youtube.com/shorts/jKFsR1gGAG8?si=DSwZhSXQgn1uoUlG,Incline Barbell Bench Incline Dumbbell Bench Incline Press Hammer Strength Reverse Grip Bench 2nd Chest Movement- Fail between 8-13 Reps  (Pick 1):,36
https://youtube.com/shorts/6bZF6GuUdQo?si=wZosC2OYcvHDDrMG,Incline Barbell Bench Incline Dumbbell Bench Incline Press Hammer Strength Reverse Grip Bench 2nd Chest Movement- Fail between 8-13 Reps  (Pick 1): Feet Elevated Plate Push-Ups Feet Elevated Push-Ups Cable Upper Chest Flyes Landmine Chest Press,36
https://youtube.com/shorts/HDGOD--peyA?si=-np0s9oeWSTCU9E5,Feet Elevated Plate Push-Ups Feet Elevated Push-Ups Cable Upper Chest Flyes Landmine Chest Press,36
https://youtube.com/shorts/HDGOD--peyA?si=-np0s9oeWSTCU9E5,Feet Elevated Plate Push-Ups Feet Elevated Push-Ups Cable Upper Chest Flyes Landmine Chest Press,36
https://youtube.com/shorts/Kioq8pm52xI?feature=share,Feet Elevated Plate Push-Ups Feet Elevated Push-Ups Cable Upper Chest Flyes Landmine Chest Press,36
https://youtube.com/shorts/_tVGQnZjcAY?si=984ftJaRRNg1tvnH,Feet Elevated Plate Push-Ups Feet Elevated Push-Ups Cable Upper Chest Flyes Landmine Chest Press,36
https://youtube.com/shorts/_tVGQnZjcAY?si=984ftJaRRNg1tvnH,Feet Elevated Plate Push-Ups Feet Elevated Push-Ups Cable Upper Chest Flyes Landmine Chest Press,36
https://youtube.com/shorts/HnaRTqq5CXQ?feature=share,Flat Barbell Bench Flat Dumbbell Bench Flat Press Hammer Strength If you are having rotator cuff pain on flat pressing,36
https://youtube.com/shorts/TJQHhpqk59w?feature=share,Flat Barbell Bench Flat Dumbbell Bench Flat Press Hammer Strength If you are having rotator cuff pain on flat pressing,36
https://youtube.com/shorts/TJQHhpqk59w?feature=share,Flat Barbell Bench Flat Dumbbell Bench Flat Press Hammer Strength If you are having rotator cuff pain on flat pressing,36
https://youtube.com/shorts/jKFsR1gGAG8?si=DSwZhSXQgn1uoUlG,Flat Barbell Bench Flat Dumbbell Bench Flat Press Hammer Strength If you are having rotator cuff pain on flat pressing Reverse Grip Bench Floor Barbell Press 2nd Chest Movement- Fail between 8-13 Reps  (Pick 1):,36
https://youtube.com/shorts/GPJuH0fmYA4?si=dS1ypjExtfie3pFd,Reverse Grip Bench Floor Barbell Press 2nd Chest Movement- Fail between 8-13 Reps  (Pick 1):,36
https://youtube.com/shorts/Ue4DVm_zU68?si=rRI99tSSuam4XopR,Reverse Grip Bench Floor Barbell Press 2nd Chest Movement- Fail between 8-13 Reps  (Pick 1): Push-Ups Flat Cable Flyes Pec Dec Flyes Dumbbell Pullovers If you are having rotator cuff pain,36
https://youtube.com/shorts/J155ev7VvHk?feature=share,Push-Ups Flat Cable Flyes Pec Dec Flyes Dumbbell Pullovers If you are having rotator cuff pain,36
https://youtube.com/shorts/J155ev7VvHk?feature=share,Push-Ups Flat Cable Flyes Pec Dec Flyes Dumbbell Pullovers If you are having rotator cuff pain,36
https://youtube.com/shorts/5wSOaPOBDfM?feature=share,Push-Ups Flat Cable Flyes Pec Dec Flyes Dumbbell Pullovers If you are having rotator cuff pain,36
https://youtube.com/shorts/5wSOaPOBDfM?feature=share,Push-Ups Flat Cable Flyes Pec Dec Flyes Dumbbell Pullovers If you are having rotator cuff pain,36
https://youtube.com/shorts/wiCDZcTc2ro?feature=share,Push-Ups Flat Cable Flyes Pec Dec Flyes Dumbbell Pullovers If you are having rotator cuff pain,36
https://youtube.com/shorts/wiCDZcTc2ro?feature=share,Push-Ups Flat Cable Flyes Pec Dec Flyes Dumbbell Pullovers If you are having rotator cuff pain,36
https://youtube.com/shorts/27k1B0jILBs?si=_K-_4eeJTiZDEOyh,Push-Ups Flat Cable Flyes Pec Dec Flyes Dumbbell Pullovers If you are having rotator cuff pain Floor Flyes,36
https://youtube.com/shorts/UrTyzEd50Ho?si=zZ4HoDdFllX8d0yo,1st Chest Movement- Fail between 5-9 Reps  (Pick 1): Chest Dips Decline Dumbbell Bench Banded DECLINE Dumbbell Presses The Double Dip 2nd Chest Movement- Fail between 8-13 Reps  (Pick 1):,37
https://youtube.com/shorts/9m4hBSXq0RI?feature=share,Chest Dips Decline Dumbbell Bench Banded DECLINE Dumbbell Presses The Double Dip 2nd Chest Movement- Fail between 8-13 Reps  (Pick 1):,37
https://youtube.com/shorts/_fuZrAsTiHY?feature=share,Chest Dips Decline Dumbbell Bench Banded DECLINE Dumbbell Presses The Double Dip 2nd Chest Movement- Fail between 8-13 Reps  (Pick 1):,37
https://youtube.com/shorts/iUtIyymFDyc?si=skqo2Ue0q3vy5mih,Chest Dips Decline Dumbbell Bench Banded DECLINE Dumbbell Presses The Double Dip 2nd Chest Movement- Fail between 8-13 Reps  (Pick 1):,37
https://youtube.com/shorts/oWAbF5J2Gqc?si=4j3A6tork4_GQWLp,Chest Dips Decline Dumbbell Bench Banded DECLINE Dumbbell Presses The Double Dip 2nd Chest Movement- Fail between 8-13 Reps  (Pick 1): Flat Plate Push-Ups Decline Cables Crossovers Dog Pounds Single Arm Decline Cable Presses,37
https://youtube.com/shorts/CSi1IExbssc?feature=share,Flat Plate Push-Ups Decline Cables Crossovers Dog Pounds Single Arm Decline Cable Presses,37
https://youtube.com/shorts/fESHMWvXGgE?feature=share,Flat Plate Push-Ups Decline Cables Crossovers Dog Pounds Single Arm Decline Cable Presses,37
https://youtube.com/shorts/GgFOzfgLQgw?si=O6jh2U3o3EA7dJZ9,Flat Plate Push-Ups Decline Cables Crossovers Dog Pounds Single Arm Decline Cable Presses,37
https://youtube.com/shorts/fKt12-9JioA?si=Ol2OsDahz2qFxWEY,5.Shoulder Mobility: 2-3 Sets  (Pick 1): PVC Pipe (in between Sets) Dumbbell Pullovers (Fail between 8-13 Reps) Barbell/EZ Bar Pullovers: (Fail between 8-13 Reps),37
https://youtube.com/shorts/wiCDZcTc2ro?feature=share,PVC Pipe (in between Sets) Dumbbell Pullovers (Fail between 8-13 Reps) Barbell/EZ Bar Pullovers: (Fail between 8-13 Reps),37
https://youtube.com/shorts/Qmk0IyaNxwQ?si=xJWqx1bU_L0F9nDZ,PVC Pipe (in between Sets) Dumbbell Pullovers (Fail between 8-13 Reps) Barbell/EZ Bar Pullovers: (Fail between 8-13 Reps),37
https://youtube.com/shorts/27k1B0jILBs?si=_K-_4eeJTiZDEOyh,Floor Flyes,38
https://youtube.com/shorts/HDGOD--peyA?si=-np0s9oeWSTCU9E5,Feet Elevated Push Ups,38
https://youtube.com/shorts/6bZF6GuUdQo?si=wZosC2OYcvHDDrMG,Feet Elevated Plate Push Ups,38
https://youtube.com/shorts/oWAbF5J2Gqc?si=4j3A6tork4_GQWLp,Flat Plate Push Ups,38
https://youtube.com/shorts/Ue4DVm_zU68?si=rRI99tSSuam4XopR,Flat Push Ups,38
https://youtube.com/shorts/Qmk0IyaNxwQ?si=xJWqx1bU_L0F9nDZ,Barbell/EZ Bar Pullovers,38
https://youtube.com/shorts/GPJuH0fmYA4?si=dS1ypjExtfie3pFd,Floor Press,38
https://youtube.com/shorts/_tVGQnZjcAY?si=984ftJaRRNg1tvnH,Landmine Chest Press,38
https://youtube.com/shorts/jKFsR1gGAG8?si=DSwZhSXQgn1uoUlG,Reverse Grip Bench,38
https://youtube.com/shorts/GgFOzfgLQgw?si=O6jh2U3o3EA7dJZ9,Single Arm Decline Cable Presses,38
https://youtube.com/shorts/UrTyzEd50Ho?si=zZ4HoDdFllX8d0yo,Chest Dips,38
https://youtube.com/shorts/iUtIyymFDyc?si=skqo2Ue0q3vy5mih,The Double Dip,38
https://youtube.com/shorts/DlsOPvM7Q_4?feature=share,Incline Dumbbell Press,38
https://youtube.com/shorts/d0Q2ghuoHkg?feature=share,Incline Barbell Press,38
https://youtube.com/shorts/TJQHhpqk59w?feature=share,Flat Press Hammer strength,38
https://youtube.com/shorts/HnaRTqq5CXQ?feature=share,Flat Dumbbell Press,38
https://youtube.com/shorts/9m4hBSXq0RI?feature=share,Decline Dumbbell Press,38
https://youtube.com/shorts/NInV2N5h8I4?feature=share,Incline Press Hammer Strength,38
https://youtube.com/shorts/CSi1IExbssc?feature=share,Decline Cables crossovers,39
https://youtube.com/shorts/fESHMWvXGgE?feature=share,Dog Pounds,39
https://youtube.com/shorts/Kioq8pm52xI?feature=share,Cable Upper Chest Flyes,39
https://youtube.com/shorts/5wSOaPOBDfM?feature=share,Pec Deck Flyes,39
https://youtube.com/shorts/wiCDZcTc2ro?feature=share,DB Pullovers,39
https://youtube.com/shorts/J155ev7VvHk?feature=share,Flat Cable Flyes,39
https://youtu.be/DuVNS59K360,Push Up Circuit,39
https://youtube.com/shorts/N_dsJ1fFLW4?si=fRA-MTB2_8JhsZl_,Banded INCLINE Dumbbell Presses,39
https://youtube.com/shorts/0wBU7fA0oPo?si=m2oBrHQI3g_UT8oP,Banded FLAT Dumbbell Presses,39
https://youtube.com/shorts/_fuZrAsTiHY?feature=share,Banded DECLINE Dumbbell Presses,39
https://youtube.com/shorts/QSy3l2Omekw?feature=share,Dead Hangs,39
https://youtube.com/shorts/wOBYE0sXIRU?feature=share,Shoulder Elixir Potion ,39
https://youtube.com/shorts/wOBYE0sXIRU?feature=share,Shoulder Elixir Potion ,39
https://youtube.com/shorts/SIdGGmExFfQ?feature=share,Face Pulls (Back),39
https://youtube.com/shorts/W43U7gbvs2Y?feature=share,Cable Handle External Rotation,39
https://youtube.com/shorts/TTp-IS3K_6I?feature=share,Cable Handle Internal Rotation,39
https://youtube.com/shorts/Fo56q-v47bU?feature=share,Handstand Holds,39
https://youtube.com/shorts/jPZZ0_wQcag?si=yRl2qNK7_-YRyXId,Powell Raises,39
https://youtube.com/shorts/cRHi3xXcfww?si=2zqR5g6PZ6qjy2GW,Dumbbell Shoulder External Rotations,39
https://youtube.com/shorts/Qmk0IyaNxwQ?si=xJWqx1bU_L0F9nDZ,Barbell/EZ Bar Pullovers,39
https://youtube.com/shorts/eHn5pyH7YjQ?si=l3O1eCUPhOFOfohk,Active Hangs,39
https://youtube.com/shorts/yCuEH5Vu40s?si=KXDA4pK6N-AvdH1M,Full Body Mobility Movement,39
https://youtube.com/shorts/fKt12-9JioA?si=Ol2OsDahz2qFxWEY,PVC Pipe,39
https://youtube.com/shorts/fWg0cMDTpyY?feature=share,Wall Drags,40
https://youtube.com/shorts/fWg0cMDTpyY?feature=share,Wall Drags,40
https://youtube.com/shorts/iA52-KcKmww?feature=share,Band Work,40
https://youtube.com/shorts/8O_Y6Kq7RmY?feature=share,Mobility Wall Routine,40
https://youtube.com/shorts/KewVVBvfG18?si=vF5kvWjrNAIyPHZ0,Overhead Barbell Press Holds,40
https://youtube.com/shorts/hR3EIl4zv3k?si=zJI_bOXeEbJSjcvT,Overhead Squat Snatch Holds,40
https://youtube.com/shorts/jPZZ0_wQcag?si=yRl2qNK7_-YRyXId,Powell Raises,40
https://youtube.com/shorts/cRHi3xXcfww?si=2zqR5g6PZ6qjy2GW,Dumbbell Shoulder External Rotations,40
https://youtube.com/shorts/PcT7MFBU114?si=CNL8S5Yr9fXEVLa8,Seated Dumbbell Good Mornings,40
https://youtube.com/shorts/Qmk0IyaNxwQ?si=xJWqx1bU_L0F9nDZ,Barbell/EZ Bar Pullovers,40
https://youtube.com/shorts/E8SiQB_Y_js?si=Jo8jUqivsykQSYRI,Cable Good Mornings,40
https://youtube.com/shorts/yxwmnREdqB0?si=FAJhf12F5o6FxenJ,Ring Around the Rommy’s,40
https://youtube.com/shorts/eHn5pyH7YjQ?si=l3O1eCUPhOFOfohk,Active Hangs,40
https://youtube.com/shorts/yCuEH5Vu40s?si=KXDA4pK6N-AvdH1M,Full Body Mobility Movement,40
https://youtube.com/shorts/fKt12-9JioA?si=Ol2OsDahz2qFxWEY,PVC Pipe,40
https://youtube.com/shorts/YF638a7sx5g?si=L2pbm61lgVEm2heJ,Weighted Plate Mobility,40
https://youtube.com/shorts/pKn8ST8oudM?si=7RhEZkTnwPZGoXcg,Side-Lying Leg Raises,40
https://youtube.com/shorts/ybtXXzTnj4w?feature=share,Reverse Hyperextensions,40
https://superhuman.nattymaxx.com/uncle-rommy1731440009352,⇒   CLICK HERE To Become Undeniable,41
https://superhuman.nattymaxx.com/uncle-rommy1731440009352,⇒   CLICK HERE To Become Undeniable,41
https://superhuman.nattymaxx.com/uncle-rommy1731440009352,⇒   CLICK HERE To Become Undeniable,42
https://superhuman.nattymaxx.com/uncle-rommy1731440009352,⇒   CLICK HERE To Become Undeniable,42
https://superhuman.nattymaxx.com/uncle-rommy1731440009352,⇒   CLICK HERE To Become Undeniable,42
https://superhuman.nattymaxx.com/uncle-rommy1731440009352,⇒   CLICK HERE To Become Undeniable,42
https://superhuman.nattymaxx.com/uncle-rommy1731440009352,⇒   CLICK HERE To Become Undeniable,43
https://superhuman.nattymaxx.com/uncle-rommy1731440009352,⇒   CLICK HERE To Become Undeniable,43
https://superhuman.nattymaxx.com/uncle-rommy1731440009352,⇒   CLICK HERE To Become Undeniable,43
https://www.youtube.com/@UncleRommy,,44
https://www.youtube.com/@UncleRommy,,44
